	pfcode	family_desc	genus_desc	species_desc	Reported_comp_Species	Reported_comp_Genus	Reported_comp_Family	LC
0	https://www.sinergiawolfender.org/jlw/V100001	Polygonaceae	Rheum	Rheum palmatum	117.0	856.0	3695.0	0.782
1	https://www.sinergiawolfender.org/jlw/V100002	Lauraceae	Laurus	Laurus nobilis	304.0	321.0	7451.0	0.6668799999999999
2	https://www.sinergiawolfender.org/jlw/V100003	Boraginaceae	Symphytum	Symphytum officinale	95.0	157.0	1830.0	0.9002
3	https://www.sinergiawolfender.org/jlw/V100004	Malvaceae	Tilia	Tilia petiolaris	0.0	122.0	3518.0	0.91744
4	https://www.sinergiawolfender.org/jlw/V100005	Myrtaceae	Psidium	Psidium guajava	339.0	385.0	9739.0	0.5972200000000001
5	https://www.sinergiawolfender.org/jlw/V100006	Icacinaceae	Mappia	Mappia foetida	8.0	8.0	156.0	0.99208
6	https://www.sinergiawolfender.org/jlw/V100007	Lamiaceae	Glechoma	Glechoma hederacea	51.0	69.0	45837.0	0.050860000000000016
7	https://www.sinergiawolfender.org/jlw/V100008	Linaceae	Linum	Linum sp. (node not in ott3.3)	0.0	453.0	493.0	0.94484
8	https://www.sinergiawolfender.org/jlw/V100009	Saururaceae	Houttuynia	Houttuynia cordata	223.0	223.0	593.0	0.85434
9	https://www.sinergiawolfender.org/jlw/V100010	Asteraceae	Helichrysum	Helichrysum arenarium	207.0	1656.0	96094.0	-1.1909800000000001
10	https://www.sinergiawolfender.org/jlw/V100011	Cupressaceae	Cupressus	Cupressus sempervirens	141.0	258.0	7223.0	0.7592399999999999
11	https://www.sinergiawolfender.org/jlw/V100012	Cupressaceae	Juniperus	Juniperus communis	404.0	2336.0	7223.0	0.41994
12	https://www.sinergiawolfender.org/jlw/V100013	Rubiaceae	Geophila	Geophila obvallata	0.0	0.0	10467.0	0.79066
13	https://www.sinergiawolfender.org/jlw/V100014	Euphorbiaceae	Alchornea	Alchornea sp. (node not in ott3.3)	0.0	59.0	12356.0	0.74698
14	https://www.sinergiawolfender.org/jlw/V100015	Fabaceae	Styphnolobium	Styphnolobium japonicum	301.0	301.0	59372.0	-0.36804000000000003
15	https://www.sinergiawolfender.org/jlw/V100016	Bixaceae	Bixa	Bixa orellana	72.0	72.0	115.0	0.9545
16	https://www.sinergiawolfender.org/jlw/V100017	Aphloiaceae	Aphloia	Aphloia theaeformis	0.0	6.0	6.0	0.99928
17	https://www.sinergiawolfender.org/jlw/V100018	0	0	0	0.0	0.0	0.0	1.0
18	https://www.sinergiawolfender.org/jlw/V100019	Caprifoliaceae	Valeriana	Valeriana officinalis	682.0	1582.0	3385.0	0.43310000000000004
19	https://www.sinergiawolfender.org/jlw/V100020	0	0	0	0.0	0.0	0.0	1.0
20	https://www.sinergiawolfender.org/jlw/V100021	Cunoniaceae	Weinmannia	Weinmannia rutenbergii	0.0	0.0	67.0	0.99866
21	https://www.sinergiawolfender.org/jlw/V100022	Rosaceae	Fragaria	Fragaria sp. (node not in ott3.3)	0.0	39.0	10608.0	0.78394
22	https://www.sinergiawolfender.org/jlw/V100023	Rubiaceae	Fleroya	Fleroya stipulosa	23.0	77.0	10467.0	0.77146
23	https://www.sinergiawolfender.org/jlw/V100024	Arecaceae	Serenoa	Serenoa repens	75.0	75.0	782.0	0.9393600000000001
24	https://www.sinergiawolfender.org/jlw/V100025	Adoxaceae	Viburnum	Viburnum lantana	20.0	926.0	1300.0	0.8714
25	https://www.sinergiawolfender.org/jlw/V100026	Liliaceae	Fritillaria	Fritillaria verticillata	26.0	982.0	1711.0	0.85458
26	https://www.sinergiawolfender.org/jlw/V100027	Onagraceae	Oenothera	Oenothera biennis	70.0	546.0	1189.0	0.88662
27	https://www.sinergiawolfender.org/jlw/V100028	Cyanobacteria	Anabaena	Anabaena sp. (node not in ott3.3)	0.0	0.0	0.0	1.0
28	https://www.sinergiawolfender.org/jlw/V100029	Celastraceae	Celastrus	Celastrus paniculatus	71.0	732.0	6064.0	0.7700199999999999
29	https://www.sinergiawolfender.org/jlw/V100030	Asteraceae	Artemisia	Artemisia annua	968.0	9199.0	96094.0	-2.32578
30	https://www.sinergiawolfender.org/jlw/V100031	Passifloraceae	Passiflora	Passiflora incarnata	151.0	808.0	1064.0	0.82242
31	https://www.sinergiawolfender.org/jlw/V100032	Fabaceae	Melilotus	Melilotus officinalis	51.0	396.0	59372.0	-0.25254
32	https://www.sinergiawolfender.org/jlw/V100033	Eucommiaceae	Eucommia	Eucommia ulmoides	202.0	202.0	202.0	0.87476
33	https://www.sinergiawolfender.org/jlw/V100034	Malvaceae	Gossypium	Gossypium barbadense	32.0	406.0	3518.0	0.87304
34	https://www.sinergiawolfender.org/jlw/V100035	Apocynaceae	Voacanga	Voacanga africana	38.0	71.0	18617.0	0.60156
35	https://www.sinergiawolfender.org/jlw/V100036	Ericaceae	Calluna	Calluna vulgaris	72.0	72.0	4820.0	0.8603999999999999
36	https://www.sinergiawolfender.org/jlw/V100037	Fabaceae	Indigofera	Indigofera tinctoria	8.0	165.0	59372.0	-0.20794
37	https://www.sinergiawolfender.org/jlw/V100038	Celastraceae	Monteverdia	Monteverdia laevis	95.0	923.0	6064.0	0.73892
38	https://www.sinergiawolfender.org/jlw/V100039	Meliaceae	Turraea	Turraea sp. (node not in ott3.3)	0.0	270.0	9000.0	0.7929999999999999
39	https://www.sinergiawolfender.org/jlw/V100040	Ginkgoaceae	Ginkgo	Ginkgo biloba	894.0	894.0	894.0	0.44571999999999995
40	https://www.sinergiawolfender.org/jlw/V100041	Vitaceae	Vitis	Vitis vinifera	1613.0	2091.0	2607.0	-0.06774
41	https://www.sinergiawolfender.org/jlw/V100042	Polygonaceae	Polygonum	Polygonum cuspidatum	0.0	134.0	3695.0	0.9127000000000001
42	https://www.sinergiawolfender.org/jlw/V100043	Fabaceae	Pterocarpus	Pterocarpus indicus	7.0	286.0	59372.0	-0.21953999999999996
43	https://www.sinergiawolfender.org/jlw/V100044	Salvadoraceae	Azima	Azima tetracantha	20.0	20.0	49.0	0.98702
44	https://www.sinergiawolfender.org/jlw/V100045	Solanaceae	Capsicum	Capsicum frutescens	0.0	870.0	13616.0	0.64068
45	https://www.sinergiawolfender.org/jlw/V100046	Alismataceae	Echinodorus	Echinodorus macrophyllus	42.0	74.0	623.0	0.95914
46	https://www.sinergiawolfender.org/jlw/V100047	Pedaliaceae	Uncarina	Uncarina decaryi	0.0	0.0	637.0	0.98726
47	https://www.sinergiawolfender.org/jlw/V100048	Sapindaceae	Sapindus	Sapindus trifoliatus	18.0	184.0	2733.0	0.91794
48	https://www.sinergiawolfender.org/jlw/V100049	Quillajaceae	Quillaja	Quillaja saponaria	9.0	13.0	13.0	0.99394
49	https://www.sinergiawolfender.org/jlw/V100050	Zingiberaceae	Curcuma	Curcuma longa	538.0	2647.0	8074.0	0.30482
50	https://www.sinergiawolfender.org/jlw/V100051	Fabaceae	Hymenaea	Hymenaea courbaril	35.0	71.0	59372.0	-0.21204
51	https://www.sinergiawolfender.org/jlw/V100052	Apiaceae	Ligusticum	Ligusticum striatum	39.0	752.0	14930.0	0.6067
52	https://www.sinergiawolfender.org/jlw/V100053	Asteraceae	Tanacetum	Tanacetum parthenium	414.0	1708.0	96094.0	-1.29968
53	https://www.sinergiawolfender.org/jlw/V100054	Orobanchaceae	Rehmannia	Rehmannia glutinosa	416.0	416.0	2368.0	0.7030400000000001
54	https://www.sinergiawolfender.org/jlw/V100055	Moringaceae	Moringa	Moringa oleifera	39.0	56.0	56.0	0.97378
55	https://www.sinergiawolfender.org/jlw/V100056	Menispermaceae	Triclisia	Triclisia gilletii	16.0	50.0	4695.0	0.8931
56	https://www.sinergiawolfender.org/jlw/V100057	Parmeliaceae	Evernia	Evernia prunastri	73.0	93.0	1268.0	0.92884
57	https://www.sinergiawolfender.org/jlw/V100058	Malpighiaceae	Tristellateia	Tristellateia madagascariensis	0.0	0.0	342.0	0.99316
58	https://www.sinergiawolfender.org/jlw/V100059	Cannabaceae	Celtis	Celtis mildbraedii	0.0	39.0	1805.0	0.96
59	https://www.sinergiawolfender.org/jlw/V100060	Apocynaceae	Cabucala	Cabucala sp. (node not in ott3.3)	0.0	0.0	18617.0	0.62766
60	https://www.sinergiawolfender.org/jlw/V100061	Asteraceae	Chrysanthemum	Chrysanthemum indicum	183.0	699.0	96094.0	-1.08328
61	https://www.sinergiawolfender.org/jlw/V100062	Fabaceae	Glycyrrhiza	Glycyrrhiza glabra	788.0	2281.0	59372.0	-0.80954
62	https://www.sinergiawolfender.org/jlw/V100063	Malvaceae	Thespesia	Thespesia populnea	61.0	77.0	3518.0	0.89144
63	https://www.sinergiawolfender.org/jlw/V100064	Calceolariaceae	Calceolaria	Calceolaria stricta	0.0	188.0	188.0	0.97744
64	https://www.sinergiawolfender.org/jlw/V100065	Colchicaceae	Gloriosa	Gloriosa superba	46.0	46.0	846.0	0.9554799999999999
65	https://www.sinergiawolfender.org/jlw/V100066	Cupressaceae	Thuja	Thuja occidentalis	190.0	358.0	7223.0	0.7247399999999999
66	https://www.sinergiawolfender.org/jlw/V100067	Euphorbiaceae	Mallotus	Mallotus philippinensis	32.0	824.0	12356.0	0.65448
67	https://www.sinergiawolfender.org/jlw/V100068	Lamiaceae	Melissa	Melissa officinalis	183.0	183.0	45837.0	-0.026540000000000008
68	https://www.sinergiawolfender.org/jlw/V100069	Lamiaceae	Leonurus	Leonurus sibiricus	54.0	334.0	45837.0	0.02285999999999999
69	https://www.sinergiawolfender.org/jlw/V100070	Asteraceae	Chromolaena	Chromolaena odorata	222.0	424.0	96094.0	-1.07528
70	https://www.sinergiawolfender.org/jlw/V100071	Fabaceae	Sophora	Sophora sp. (node not in ott3.3)	0.0	2884.0	59372.0	-0.47584000000000004
71	https://www.sinergiawolfender.org/jlw/V100072	Theaceae	Camellia	Camellia sinensis	1434.0	2290.0	2404.0	0.0059200000000000225
72	https://www.sinergiawolfender.org/jlw/V100073	Combretaceae	Terminalia	Terminalia catappa	111.0	750.0	1467.0	0.84016
73	https://www.sinergiawolfender.org/jlw/V100074	Rubiaceae	Uncaria	Uncaria tomentosa	269.0	1131.0	10467.0	0.54306
74	https://www.sinergiawolfender.org/jlw/V100075	Malvaceae	Pavonia	Pavonia rubra	0.0	21.0	3518.0	0.92754
75	https://www.sinergiawolfender.org/jlw/V100076	Euphorbiaceae	Euphorbia	Euphorbia hirta	143.0	6081.0	12356.0	0.07328000000000001
76	https://www.sinergiawolfender.org/jlw/V100077	Lycopodiaceae	Palhinhaea	Palhinhaea cernua	119.0	238.0	3096.0	0.85478
77	https://www.sinergiawolfender.org/jlw/V100078	Fabaceae	Chadsia	Chadsia sp. (node not in ott3.3)	0.0	1.0	59372.0	-0.18754000000000004
78	https://www.sinergiawolfender.org/jlw/V100079	Salicaceae	Salix	Salix alba	49.0	909.0	2946.0	0.8256800000000001
79	https://www.sinergiawolfender.org/jlw/V100080	Cordiaceae	Cordia	Cordia dewevrei	0.0	392.0	484.0	0.95112
80	https://www.sinergiawolfender.org/jlw/V100081	Myrtaceae	Syzygium	Syzygium cumini	130.0	857.0	9739.0	0.65452
81	https://www.sinergiawolfender.org/jlw/V100082	Fabaceae	Griffonia	Griffonia sp. (node not in ott3.3)	0.0	3.0	59372.0	-0.18774000000000002
82	https://www.sinergiawolfender.org/jlw/V100083	Fabaceae	Haematoxylum	Haematoxylum campechianum	38.0	48.0	59372.0	-0.2112400000000001
83	https://www.sinergiawolfender.org/jlw/V100084	Capparaceae	Buchholzia	Buchholzia coriacea	0.0	0.0	494.0	0.99012
84	https://www.sinergiawolfender.org/jlw/V100085	Menispermaceae	Stephania	Stephania tetrandra	130.0	2124.0	4695.0	0.6287
85	https://www.sinergiawolfender.org/jlw/V100086	Fabaceae	Wisteriopsis	Wisteriopsis reticulata	10.0	10.0	59372.0	-0.19344000000000006
86	https://www.sinergiawolfender.org/jlw/V100087	Asteraceae	Pilosella	Pilosella officinarum	5.0	10.0	96094.0	-0.92538
87	https://www.sinergiawolfender.org/jlw/V100088	Apocynaceae	Tabernaemontana	Tabernaemontana pachysiphon	95.0	2809.0	18617.0	0.29925999999999997
88	https://www.sinergiawolfender.org/jlw/V100089	Gentianaceae	Gentiana	Gentiana macrophylla	90.0	1177.0	3551.0	0.76628
89	https://www.sinergiawolfender.org/jlw/V100090	Nyctaginaceae	Boerhavia	Boerhavia diffusa	35.0	49.0	245.0	0.9727
90	https://www.sinergiawolfender.org/jlw/V100091	Sapotaceae	Manilkara	Manilkara zapota	34.0	153.0	769.0	0.95232
91	https://www.sinergiawolfender.org/jlw/V100092	Menispermaceae	Cissampelos	Cissampelos pareira	45.0	140.0	4695.0	0.8696
92	https://www.sinergiawolfender.org/jlw/V100093	Loganiaceae	Mostuea	Mostuea hirsuta	0.0	13.0	1833.0	0.96204
93	https://www.sinergiawolfender.org/jlw/V100094	Fabaceae	Albizia	Albizia ferruginea	0.0	378.0	59372.0	-0.2252400000000001
94	https://www.sinergiawolfender.org/jlw/V100095	Asteraceae	Blainvillea	Blainvillea acmella	195.0	457.0	96094.0	-1.06508
95	https://www.sinergiawolfender.org/jlw/V100096	0	0	0	0.0	0.0	0.0	1.0
96	https://www.sinergiawolfender.org/jlw/V100097	Euphorbiaceae	Acalypha	Acalypha volkensii	0.0	132.0	12356.0	0.73968
97	https://www.sinergiawolfender.org/jlw/V100098	Asteraceae	Calendula	Calendula officinalis	0.0	51.0	96094.0	-0.92698
98	https://www.sinergiawolfender.org/jlw/V100099	Verbenaceae	Lantana	Lantana camara	508.0	919.0	3132.0	0.59146
99	https://www.sinergiawolfender.org/jlw/V100100	Apocynaceae	Tabernaemontana	Tabernaemontana pachysiphon	95.0	2809.0	18617.0	0.29925999999999997
100	https://www.sinergiawolfender.org/jlw/V100101	Combretaceae	Anogeissus	Anogeissus leiocarpa	0.0	33.0	1467.0	0.96736
101	https://www.sinergiawolfender.org/jlw/V100102	0	0	0	0.0	0.0	0.0	1.0
102	https://www.sinergiawolfender.org/jlw/V100103	Lamiaceae	Prunella	Prunella vulgaris	124.0	124.0	45837.0	0.008859999999999979
103	https://www.sinergiawolfender.org/jlw/V100104	Rubiaceae	Cinchona	Cinchona pubescens	62.0	149.0	10467.0	0.74476
104	https://www.sinergiawolfender.org/jlw/V100105	Amaranthaceae	Achyranthes	Achyranthes bidentata	50.0	89.0	983.0	0.94644
105	https://www.sinergiawolfender.org/jlw/V100106	Apocynaceae	Catharanthus	Catharanthus lanceus	38.0	1182.0	18617.0	0.49046
106	https://www.sinergiawolfender.org/jlw/V100107	Fabaceae	Senna	Senna alata	84.0	1855.0	59372.0	-0.4149400000000001
107	https://www.sinergiawolfender.org/jlw/V100108	Euphorbiaceae	Jatropha	Jatropha curcas	101.0	431.0	12356.0	0.65928
108	https://www.sinergiawolfender.org/jlw/V100109	Araliaceae	Eleutherococcus	Eleutherococcus sp. (node not in ott3.3)	0.0	847.0	6489.0	0.78552
109	https://www.sinergiawolfender.org/jlw/V100110	Lamiaceae	Ocimum	Ocimum gratissimum	249.0	928.0	45837.0	-0.13404000000000005
110	https://www.sinergiawolfender.org/jlw/V100111	Basellaceae	Anredera	Anredera vesicaria	1.0	28.0	161.0	0.99348
111	https://www.sinergiawolfender.org/jlw/V100112	Aquifoliaceae	Ilex	Ilex paraguariensis	144.0	1124.0	1124.0	0.79312
112	https://www.sinergiawolfender.org/jlw/V100113	Fabaceae	Senna	Senna occidentalis	122.0	1855.0	59372.0	-0.43394
113	https://www.sinergiawolfender.org/jlw/V100114	Caryophyllaceae	Saponaria	Saponaria officinalis	60.0	74.0	2027.0	0.92206
114	https://www.sinergiawolfender.org/jlw/V100115	Fabaceae	Trigonella	Trigonella foenum-graecum	359.0	513.0	59372.0	-0.41824000000000006
115	https://www.sinergiawolfender.org/jlw/V100116	Apocynaceae	Strophanthus	Strophanthus gratus	11.0	160.0	18617.0	0.60616
116	https://www.sinergiawolfender.org/jlw/V100117	Clusiaceae	Pentadesma	Pentadesma butyracea	35.0	35.0	4600.0	0.8870000000000001
117	https://www.sinergiawolfender.org/jlw/V100118	Apocynaceae	Rauvolfia	Rauvolfia media	7.0	952.0	18617.0	0.52896
118	https://www.sinergiawolfender.org/jlw/V100119	Euphorbiaceae	Alchornea	Alchornea cordifolia	6.0	59.0	12356.0	0.74398
119	https://www.sinergiawolfender.org/jlw/V100120	Smilacaceae	Smilax	Smilax officinalis	8.0	539.0	539.0	0.9313199999999999
120	https://www.sinergiawolfender.org/jlw/V100121	Caryophyllaceae	Spergularia	Spergularia rubra	3.0	3.0	2027.0	0.9576600000000001
121	https://www.sinergiawolfender.org/jlw/V100122	Caricaceae	Carica	Carica papaya	81.0	81.0	105.0	0.9493
122	https://www.sinergiawolfender.org/jlw/V100123	Petiveriaceae	Petiveria	Petiveria alliacea	52.0	52.0	55.0	0.9677
123	https://www.sinergiawolfender.org/jlw/V100124	Urticaceae	Pouzolzia	Pouzolzia zeylanica	0.0	5.0	477.0	0.9899600000000001
124	https://www.sinergiawolfender.org/jlw/V100125	Taxaceae	Taxus	Taxus baccata	624.0	3501.0	3953.0	0.2588399999999999
125	https://www.sinergiawolfender.org/jlw/V100126	0	0	0	0.0	0.0	0.0	1.0
126	https://www.sinergiawolfender.org/jlw/V100127	Polygonaceae	Persicaria	Persicaria hydropiper	146.0	1411.0	3695.0	0.7120000000000001
127	https://www.sinergiawolfender.org/jlw/V100128	Primulaceae	Ardisia	Ardisia silvestris	4.0	711.0	2449.0	0.87792
128	https://www.sinergiawolfender.org/jlw/V100129	Asteraceae	Lactuca	Lactuca indica	119.0	884.0	96094.0	-1.0697800000000002
129	https://www.sinergiawolfender.org/jlw/V100130	Asteraceae	Lactuca	Lactuca virosa	84.0	884.0	96094.0	-1.05228
130	https://www.sinergiawolfender.org/jlw/V100131	Betulaceae	Betula	Betula sp. (node not in ott3.3)	0.0	1426.0	2308.0	0.81124
131	https://www.sinergiawolfender.org/jlw/V100132	Buxaceae	Buxus	Buxus sempervirens	296.0	607.0	1029.0	0.77072
132	https://www.sinergiawolfender.org/jlw/V100133	Cupressaceae	Cupressus	Cupressus sempervirens	141.0	258.0	7223.0	0.7592399999999999
133	https://www.sinergiawolfender.org/jlw/V100134	Hydrangeaceae	Hydrangea	Hydrangea febrifuga	32.0	473.0	533.0	0.92604
134	https://www.sinergiawolfender.org/jlw/V100135	Myrtaceae	Rhodomyrtus	Rhodomyrtus tomentosa	58.0	65.0	9739.0	0.76972
135	https://www.sinergiawolfender.org/jlw/V100136	Lamiaceae	Sideritis	Sideritis sp. (node not in ott3.3)	0.0	2469.0	45837.0	-0.16364
136	https://www.sinergiawolfender.org/jlw/V100137	Cupressaceae	Platycladus	Platycladus orientalis	258.0	258.0	7223.0	0.7007399999999999
137	https://www.sinergiawolfender.org/jlw/V100138	Apocynaceae	Picralima	Picralima nitida	35.0	35.0	18617.0	0.6066600000000001
138	https://www.sinergiawolfender.org/jlw/V100139	Lamiaceae	Teucrium	Teucrium chamaedrys	59.0	2333.0	45837.0	-0.17953999999999992
139	https://www.sinergiawolfender.org/jlw/V100140	Asparagaceae	Ruscus	Ruscus aculeatus	90.0	160.0	3646.0	0.86608
140	https://www.sinergiawolfender.org/jlw/V100141	Fabaceae	Astragalus	Astragalus membranaceus	283.0	3223.0	59372.0	-0.65124
141	https://www.sinergiawolfender.org/jlw/V100142	Asteraceae	Atractylodes	Atractylodes macrocephala	71.0	392.0	96094.0	-0.99658
142	https://www.sinergiawolfender.org/jlw/V100143	Menispermaceae	Penianthus	Penianthus sp. (node not in ott3.3)	0.0	46.0	4695.0	0.9015
143	https://www.sinergiawolfender.org/jlw/V100144	Rubiaceae	Sarcocephalus	Sarcocephalus latifolius	72.0	152.0	10467.0	0.73946
144	https://www.sinergiawolfender.org/jlw/V100145	Lamiaceae	Salvia	Salvia miltiorrhiza	667.0	9090.0	45837.0	-1.15924
145	https://www.sinergiawolfender.org/jlw/V100146	Apiaceae	Ligusticum	Ligusticum striatum	39.0	752.0	14930.0	0.6067
146	https://www.sinergiawolfender.org/jlw/V100147	Cyperaceae	Cyperus	Cyperus rotundus	329.0	757.0	1728.0	0.72524
147	https://www.sinergiawolfender.org/jlw/V100148	Simaroubaceae	Brucea	Brucea javanica	783.0	900.0	3260.0	0.4533000000000001
148	https://www.sinergiawolfender.org/jlw/V100149	Lamiaceae	Clerodendrum	Clerodendrum umbellatum	23.0	468.0	45837.0	0.024960000000000093
149	https://www.sinergiawolfender.org/jlw/V100150	Combretaceae	Combretum	Combretum mucronatum	0.0	533.0	1467.0	0.91736
150	https://www.sinergiawolfender.org/jlw/V100151	Asteraceae	Echinacea	Echinacea pallida	118.0	488.0	96094.0	-1.02968
151	https://www.sinergiawolfender.org/jlw/V100152	Asteraceae	Echinacea	Echinacea purpurea	202.0	488.0	96094.0	-1.07168
152	https://www.sinergiawolfender.org/jlw/V100153	Araliaceae	Panax	Panax vietnamensis	172.0	3033.0	6489.0	0.48092
153	https://www.sinergiawolfender.org/jlw/V100154	Brassicaceae	Raphanus	Raphanus sativus	260.0	283.0	5419.0	0.73332
154	https://www.sinergiawolfender.org/jlw/V100155	Acanthaceae	Rhinacanthus	Rhinacanthus nasutus	113.0	113.0	1998.0	0.89224
155	https://www.sinergiawolfender.org/jlw/V100156	Iridaceae	Eleutherine	Eleutherine bulbosa	106.0	106.0	2274.0	0.8909199999999999
156	https://www.sinergiawolfender.org/jlw/V100157	Moraceae	Milicia	Milicia excelsa	34.0	35.0	6850.0	0.8425
157	https://www.sinergiawolfender.org/jlw/V100158	Rhamnaceae	Frangula	Frangula alnus	26.0	85.0	2163.0	0.9352400000000001
158	https://www.sinergiawolfender.org/jlw/V100159	Berberidaceae	Sinopodophyllum	Sinopodophyllum hexandrum	167.0	201.0	4011.0	0.81618
159	https://www.sinergiawolfender.org/jlw/V100160	Fabaceae	Glycyrrhiza	Glycyrrhiza uralensis	703.0	2281.0	59372.0	-0.7670399999999999
160	https://www.sinergiawolfender.org/jlw/V100161	Salvadoraceae	Azima	Azima tetracantha	20.0	20.0	49.0	0.98702
161	https://www.sinergiawolfender.org/jlw/V100162	Apiaceae	Angelica	Angelica sinensis	222.0	1815.0	14930.0	0.40890000000000004
162	https://www.sinergiawolfender.org/jlw/V100163	Asteraceae	Ambrosia	Ambrosia maritima	61.0	708.0	96094.0	-1.02318
163	https://www.sinergiawolfender.org/jlw/V100164	Combretaceae	Combretum	Combretum quadrangulare	200.0	533.0	1467.0	0.81736
164	https://www.sinergiawolfender.org/jlw/V100165	Lamiaceae	Vitex	Vitex agnus-castus	462.0	1636.0	45837.0	-0.31133999999999995
165	https://www.sinergiawolfender.org/jlw/V100166	Acanthaceae	Andrographis	Andrographis paniculata	6.0	187.0	1998.0	0.93834
166	https://www.sinergiawolfender.org/jlw/V100167	Apocynaceae	Catharanthus	Catharanthus roseus	984.0	1182.0	18617.0	0.01746000000000003
167	https://www.sinergiawolfender.org/jlw/V100168	Asteraceae	Echinacea	Echinacea purpurea	202.0	488.0	96094.0	-1.07168
168	https://www.sinergiawolfender.org/jlw/V100169	Apocynaceae	Picralima	Picralima nitida	35.0	35.0	18617.0	0.6066600000000001
169	https://www.sinergiawolfender.org/jlw/V100170	Grossulariaceae	Ribes	Ribes nigrum	245.0	523.0	523.0	0.8147399999999999
170	https://www.sinergiawolfender.org/jlw/V100171	Rosaceae	Agrimonia	Agrimonia eupatoria	38.0	120.0	10608.0	0.75684
171	https://www.sinergiawolfender.org/jlw/V100172	Fabaceae	Piptadeniastrum	Piptadeniastrum africanum	0.0	0.0	59372.0	-0.18744000000000005
172	https://www.sinergiawolfender.org/jlw/V100173	Poaceae	Avena	Avena sativa	206.0	243.0	4877.0	0.7751600000000001
173	https://www.sinergiawolfender.org/jlw/V100174	Balsaminaceae	Impatiens	Impatiens irvingii	0.0	180.0	180.0	0.9783999999999999
174	https://www.sinergiawolfender.org/jlw/V100175	Rosaceae	Prunus	Prunus nota	0.0	2366.0	10608.0	0.55124
175	https://www.sinergiawolfender.org/jlw/V100176	Salvadoraceae	Azima	Azima tetracantha	20.0	20.0	49.0	0.98702
176	https://www.sinergiawolfender.org/jlw/V100177	Asteraceae	Centaurea	Centaurea benedicta	41.0	2523.0	96094.0	-1.19468
177	https://www.sinergiawolfender.org/jlw/V100178	Malvaceae	Guazuma	Guazuma ulmifolia	43.0	43.0	3518.0	0.9038400000000001
178	https://www.sinergiawolfender.org/jlw/V100179	Verbenaceae	Lantana	Lantana camara	508.0	919.0	3132.0	0.59146
179	https://www.sinergiawolfender.org/jlw/V100180	Myrtaceae	Myrtus	Myrtus communis	291.0	311.0	9739.0	0.62862
180	https://www.sinergiawolfender.org/jlw/V100181	0	0	0	0.0	0.0	0.0	1.0
181	https://www.sinergiawolfender.org/jlw/V100182	Acanthaceae	Rhinacanthus	Rhinacanthus nasutus	113.0	113.0	1998.0	0.89224
182	https://www.sinergiawolfender.org/jlw/V100183	Salvadoraceae	Salvadora	Salvadora persica	26.0	29.0	49.0	0.98312
183	https://www.sinergiawolfender.org/jlw/V100184	Adoxaceae	Sambucus	Sambucus ebulus	42.0	373.0	1300.0	0.9157
184	https://www.sinergiawolfender.org/jlw/V100185	Asteraceae	Tarchonanthus	Tarchonanthus camphoratus	6.0	8.0	96094.0	-0.9256800000000001
185	https://www.sinergiawolfender.org/jlw/V100186	Sapotaceae	Synsepalum	Synsepalum cerasiferum	0.0	25.0	769.0	0.9821200000000001
186	https://www.sinergiawolfender.org/jlw/V100187	Meliaceae	Carapa	Carapa procera	35.0	105.0	9000.0	0.792
187	https://www.sinergiawolfender.org/jlw/V100188	Caricaceae	Carica	Carica papaya	81.0	81.0	105.0	0.9493
188	https://www.sinergiawolfender.org/jlw/V100189	Malvaceae	Christiana	Christiana africana	17.0	17.0	3518.0	0.91944
189	https://www.sinergiawolfender.org/jlw/V100190	Cucurbitaceae	Momordica	Momordica cochinchinensis	41.0	638.0	3663.0	0.8424400000000001
190	https://www.sinergiawolfender.org/jlw/V100191	Apiaceae	Angelica	Angelica sinensis	222.0	1815.0	14930.0	0.40890000000000004
191	https://www.sinergiawolfender.org/jlw/V100192	0	0	0	0.0	0.0	0.0	1.0
192	https://www.sinergiawolfender.org/jlw/V100193	Apocynaceae	Catharanthus	Catharanthus roseus	984.0	1182.0	18617.0	0.01746000000000003
193	https://www.sinergiawolfender.org/jlw/V100194	Ranunculaceae	Coptis	Coptis chinensis	53.0	253.0	13322.0	0.68176
194	https://www.sinergiawolfender.org/jlw/V100195	Araliaceae	Panax	Panax pseudoginseng	259.0	3033.0	6489.0	0.43742000000000003
195	https://www.sinergiawolfender.org/jlw/V100196	Sapindaceae	Schleichera	Schleichera trijuga	10.0	50.0	2733.0	0.93534
196	https://www.sinergiawolfender.org/jlw/V100197	Erythropalaceae	Heisteria	Heisteria parvifolia	0.0	20.0	20.0	0.9976
197	https://www.sinergiawolfender.org/jlw/V100198	Asteraceae	Echinacea	Echinacea purpurea	202.0	488.0	96094.0	-1.07168
198	https://www.sinergiawolfender.org/jlw/V100199	Rutaceae	Dictamnus	Dictamnus albus	101.0	250.0	21824.0	0.48802
199	https://www.sinergiawolfender.org/jlw/V100200	Lamiaceae	Scutellaria	Scutellaria baicalensis	487.0	1846.0	45837.0	-0.34484000000000004
200	https://www.sinergiawolfender.org/jlw/V100201	Poaceae	Avena	Avena sativa	206.0	243.0	4877.0	0.7751600000000001
201	https://www.sinergiawolfender.org/jlw/V100202	Solanaceae	Capsicum	Capsicum frutescens	0.0	870.0	13616.0	0.64068
202	https://www.sinergiawolfender.org/jlw/V100203	Pentadiplandraceae	Pentadiplandra	Pentadiplandra brazzeana	1.0	1.0	1.0	0.99938
